INPUT;FOUND_BY;DTXSID;PREFERRED_NAME;VERIFICACION ;SMILES;MOLECULAR_FORMULA;AVERAGE_MASS;iupac_name;iupac_name_SMILES;Validación IUPAC;verificación manual
PD-0333941;Approved Name;DTXSID2047307;PD-0333941;0;CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1;C23H22N2O4;390.439;3-[4-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]indol-1-yl]propanoic acid;3-[4-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]indol-1-yl]propanoic acid;0;NO
Pendimethalin;Approved Name;DTXSID7024245;Pendimethalin;0;CCC(CC)NC1=C(C=C(C)C(C)=C1[N+]([O-])=O)[N+]([O-])=O;C13H19N3O4;281.312;3,4-dimethyl-2,6-dinitro-N-pentan-3-ylaniline;3,4-dimethyl-2,6-dinitro-N-pentan-3-ylaniline;0;NO
Pentachlorobenzene;Approved Name;DTXSID7024247;Pentachlorobenzene;0;ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl;C6HCl5;250.32;1,2,3,4,5-pentachlorobenzene;1,2,3,4,5-pentachlorobenzene;0;NO
Pentachloronitrobenzene;Approved Name;DTXSID2021105;Pentachloronitrobenzene;0;[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl;C6Cl5NO2;295.32;1,2,3,4,5-pentachloro-6-nitrobenzene;1,2,3,4,5-pentachloro-6-nitrobenzene;0;NO
Pentachlorophenol;Approved Name;DTXSID7021106;Pentachlorophenol;0;OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl;C6HCl5O;266.32;2,3,4,5,6-pentachlorophenol;2,3,4,5,6-pentachlorophenol;0;NO
Pentachloropyridine;Approved Name;DTXSID2022179;Pentachloropyridine;0;ClC1=NC(Cl)=C(Cl)C(Cl)=C1Cl;C5Cl5N;251.31;2,3,4,5,6-pentachloropyridine;2,3,4,5,6-pentachloropyridine;0;NO
Pentadecafluorooctanoyl chloride;Approved Name;DTXSID40187142;Pentadecafluorooctanoyl chloride;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O;C8ClF15O;432.51;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoyl chloride;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoyl chloride;0;NO
Pentadecan-15-olide;Approved Name;DTXSID6044359;Pentadecan-15-olide;0;O=C1CCCCCCCCCCCCCCO1;C15H28O2;240.387;oxacyclohexadecan-2-one;oxacyclohexadecan-2-one;0;NO
Pentadecane;Approved Name;DTXSID6027268;Pentadecane;0;CCCCCCCCCCCCCCC;C15H32;212.421;pentadecane;pentadecane;0;NO
Pentaerythritol;Approved Name;DTXSID2026943;Pentaerythritol;0;OCC(CO)(CO)CO;C5H12O4;136.147;2,2-bis(hydroxymethyl)propane-1,3-diol;2,2-bis(hydroxymethyl)propane-1,3-diol;0;NO
Pentaerythritol dibromide;Approved Name;DTXSID9020164;Pentaerythritol dibromide;0;OCC(CO)(CBr)CBr;C5H10Br2O2;261.941;2,2-bis(bromomethyl)propane-1,3-diol;2,2-bis(bromomethyl)propane-1,3-diol;0;NO
Pentaerythritol triacrylate;Approved Name;DTXSID2025842;Pentaerythritol triacrylate;0;OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;C14H18O7;298.291;[2-(hydroxymethyl)-3-prop-2-enoyloxy-2-(prop-2-enoyloxymethyl)propyl] prop-2-enoate;[2-(hydroxymethyl)-3-prop-2-enoyloxy-2-(prop-2-enoyloxymethyl)propyl] prop-2-enoate;0;NO
Pentafluoropropionamide;Approved Name;DTXSID0059871;Pentafluoropropionamide;0;NC(=O)C(F)(F)C(F)(F)F;C3H2F5NO;163.047;2,2,3,3,3-pentafluoropropanamide;2,2,3,3,3-pentafluoropropanamide;0;NO
Pentamidine isethionate;Approved Name;DTXSID5023796;Pentamidine isethionate;0;OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1;C23H36N4O10S2;592.68;"4-[5-(4-carbamimidoylphenoxy)pentoxy]benzenecarboximidamide;2-hydroxyethanesulfonic acid";"4-[5-(4-carbamimidoylphenoxy)pentoxy]benzenecarboximidamide;2-hydroxyethanesulfonic acid";0;NO
Pentanal;Approved Name;DTXSID7021653;Pentanal;0;CCCCC=O;C5H10O;86.134;pentanal;pentanal;0;NO
Pentane-1,5-diyl dibenzoate;Approved Name;DTXSID5047538;Pentane-1,5-diyl dibenzoate;0;O=C(OCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1;C19H20O4;312.365;5-benzoyloxypentyl benzoate;5-benzoyloxypentyl benzoate;0;NO
Pentyl acetate;Approved Name;DTXSID1027263;Pentyl acetate;0;CCCCCOC(C)=O;C7H14O2;130.187;pentyl acetate;pentyl acetate;0;NO
Perfluamine;Approved Name;DTXSID9059834;Perfluamine;0;FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F;C9F21N;521.072;1,1,2,2,3,3,3-heptafluoro-N,N-bis(1,1,2,2,3,3,3-heptafluoropropyl)propan-1-amine;1,1,2,2,3,3,3-heptafluoro-N,N-bis(1,1,2,2,3,3,3-heptafluoropropyl)propan-1-amine;0;NO
Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol);Approved Name;DTXSID80371164;Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol);0;OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F;C9H3F17O3;482.093;2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propan-1-ol;2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propan-1-ol;0;NO
Perfluoro-(2,5,8-trimethyl-3,6,9-trioxadodecanoic) acid;Approved Name - WARNING: Synonym mapped to two or more chemicals;DTXSID70276659;Perfluoro-(2,5,8-trimethyl-3,6,9-trioxadodecanoic) acid;0;OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F;C12HF23O5;662.098;2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propoxy]propanoic acid;2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propoxy]propanoic acid;0;NO
Perfluoro(4-methoxybutanoic acid);Approved Name;DTXSID60500450;Perfluoro(4-methoxybutanoic acid);0;OC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F;C5HF9O3;280.046;2,2,3,3,4,4-hexafluoro-4-(trifluoromethoxy)butanoic acid;2,2,3,3,4,4-hexafluoro-4-(trifluoromethoxy)butanoic acid;0;NO
Perfluoro-1,4-diiodobutane;Approved Name;DTXSID30190948;Perfluoro-1,4-diiodobutane;0;FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I;C4F8I2;453.84;1,1,2,2,3,3,4,4-octafluoro-1,4-diiodobutane;1,1,2,2,3,3,4,4-octafluoro-1,4-diiodobutane;0;NO
Perfluoro-1-iodohexane;Approved Name;DTXSID7047566;Perfluoro-1-iodohexane;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I;C6F13I;445.95;1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-6-iodohexane;1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-6-iodohexane;0;NO
Perfluoro-1-octanesulfonyl chloride;Approved Name;DTXSID90315130;Perfluoro-1-octanesulfonyl chloride;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(Cl)(=O)=O;C8ClF17O2S;518.57;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl chloride;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl chloride;0;NO
Perfluoro-2,5-dimethyl-3,6-dioxanonanoic acid;Approved Name;DTXSID00892442;Perfluoro-2,5-dimethyl-3,6-dioxanonanoic acid;0;OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F;C9HF17O4;496.076;2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propanoic acid;2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propanoic acid;0;NO
Perfluoro-2-ethoxyethanesulfonic acid;Approved Name;DTXSID50379814;Perfluoro-2-ethoxyethanesulfonic acid;0;OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F;C4HF9O4S;316.09;1,1,2,2-tetrafluoro-2-(1,1,2,2,2-pentafluoroethoxy)ethanesulfonic acid;1,1,2,2-tetrafluoro-2-(1,1,2,2,2-pentafluoroethoxy)ethanesulfonic acid;0;NO
Perfluoro-2-methyl-3-oxahexanoic acid;Approved Name;DTXSID70880215;Perfluoro-2-methyl-3-oxahexanoic acid;0;OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F;C6HF11O3;330.053;2,3,3,3-tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;2,3,3,3-tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;0;NO
Perfluoro-3,6,9-trioxadecanoic acid;Approved Name;DTXSID80380837;Perfluoro-3,6,9-trioxadecanoic acid;0;OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F;C7HF13O5;412.059;2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]ethoxy]acetic acid;2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]ethoxy]acetic acid;0;NO
Perfluoro-3,6,9-trioxatridecanoic acid;Approved Name;DTXSID50375114;Perfluoro-3,6,9-trioxatridecanoic acid;0;OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C10HF19O5;562.083;2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-[1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)ethoxy]ethoxy]acetic acid;2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-[1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)ethoxy]ethoxy]acetic acid;0;NO
Perfluoro-3,6-dioxadecanoic acid;Approved Name;DTXSID50381073;Perfluoro-3,6-dioxadecanoic acid;0;OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C8HF15O4;446.068;2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)ethoxy]acetic acid;2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)ethoxy]acetic acid;0;NO
Perfluoro-3,6-dioxaheptanoic acid;Approved Name;DTXSID30382063;Perfluoro-3,6-dioxaheptanoic acid;0;OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F;C5HF9O4;296.045;2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]acetic acid;2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]acetic acid;0;NO
Perfluoro-3,6-dioxaoctane-1,8-dioic acid;Approved Name;DTXSID20375106;Perfluoro-3,6-dioxaoctane-1,8-dioic acid;0;OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(O)=O;C6H2F8O6;322.063;2-[2-[carboxy(difluoro)methoxy]-1,1,2,2-tetrafluoroethoxy]-2,2-difluoroacetic acid;2-[2-[carboxy(difluoro)methoxy]-1,1,2,2-tetrafluoroethoxy]-2,2-difluoroacetic acid;0;NO
Perfluoro-3-methoxypropanoic acid;Approved Name;DTXSID70191136;Perfluoro-3-methoxypropanoic acid;0;OC(=O)C(F)(F)C(F)(F)OC(F)(F)F;C4HF7O3;230.038;2,2,3,3-tetrafluoro-3-(trifluoromethoxy)propanoic acid;2,2,3,3-tetrafluoro-3-(trifluoromethoxy)propanoic acid;0;NO
Perfluoro-4-isopropoxybutanoic acid;Approved Name;DTXSID60663110;Perfluoro-4-isopropoxybutanoic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F;C7HF13O3;380.061;2,2,3,3,4,4-hexafluoro-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yloxy)butanoic acid;2,2,3,3,4,4-hexafluoro-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yloxy)butanoic acid;0;NO
Perfluorobutanedioic acid;Approved Name;DTXSID8059928;Perfluorobutanedioic acid;0;OC(=O)C(F)(F)C(F)(F)C(O)=O;C4H2F4O4;190.05;2,2,3,3-tetrafluorobutanedioic acid;2,2,3,3-tetrafluorobutanedioic acid;0;NO
Perfluorobutanesulfonic acid;Approved Name;DTXSID5030030;Perfluorobutanesulfonic acid;0;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C4HF9O3S;300.09;1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonic acid;1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonic acid;0;NO
Perfluorobutanoic acid;Approved Name;DTXSID4059916;Perfluorobutanoic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)F;C4HF7O2;214.039;2,2,3,3,4,4,4-heptafluorobutanoic acid;2,2,3,3,4,4,4-heptafluorobutanoic acid;0;NO
Perfluorocyclohexanecarbonyl fluoride;Approved Name;DTXSID80379781;Perfluorocyclohexanecarbonyl fluoride;0;FC(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F;C7F12O;328.057;1,2,2,3,3,4,4,5,5,6,6-undecafluorocyclohexane-1-carbonyl fluoride;1,2,2,3,3,4,4,5,5,6,6-undecafluorocyclohexane-1-carbonyl fluoride;0;NO
Perfluorodecanoic acid;Approved Name;DTXSID3031860;Perfluorodecanoic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C10HF19O2;514.086;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-nonadecafluorodecanoic acid;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-nonadecafluorodecanoic acid;0;NO
Perfluoroheptanesulfonic acid;Approved Name;DTXSID8059920;Perfluoroheptanesulfonic acid;0;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C7HF15O3S;450.12;1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonic acid;1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonic acid;0;NO
Perfluoroheptanoic acid;Approved Name;DTXSID1037303;Perfluoroheptanoic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C7HF13O2;364.062;2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptanoic acid;2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptanoic acid;0;NO
Perfluoroheptanoyl chloride;Approved Name;DTXSID80382154;Perfluoroheptanoyl chloride;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O;C7ClF13O;382.51;2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptanoyl chloride;2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptanoyl chloride;0;NO
Perfluorohexanedioic acid;Approved Name;DTXSID4059833;Perfluorohexanedioic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O;C6H2F8O4;290.065;2,2,3,3,4,4,5,5-octafluorohexanedioic acid;2,2,3,3,4,4,5,5-octafluorohexanedioic acid;0;NO
Perfluorohexanesulfonamide;Approved Name;DTXSID50469320;Perfluorohexanesulfonamide;0;NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C6H2F13NO2S;399.13;1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonamide;1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonamide;0;NO
Perfluorohexanesulfonic acid;Approved Name;DTXSID7040150;Perfluorohexanesulfonic acid;0;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C6HF13O3S;400.11;1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonic acid;1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonic acid;0;NO
Perfluorohexanoic acid;Approved Name;DTXSID3031862;Perfluorohexanoic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C6HF11O2;314.054;2,2,3,3,4,4,5,5,6,6,6-undecafluorohexanoic acid;2,2,3,3,4,4,5,5,6,6,6-undecafluorohexanoic acid;0;NO
Perfluorononanoic acid;Approved Name;DTXSID8031863;Perfluorononanoic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C9HF17O2;464.078;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononanoic acid;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononanoic acid;0;NO
Perfluorononanoyl chloride;Approved Name;DTXSID00379925;Perfluorononanoyl chloride;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O;C9ClF17O;482.52;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononanoyl chloride;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononanoyl chloride;0;NO
Perfluorooct-1-ene;Approved Name;DTXSID40204489;Perfluorooct-1-ene;0;FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C8F16;400.062;1,1,2,3,3,4,4,5,5,6,6,7,7,8,8,8-hexadecafluorooct-1-ene;1,1,2,3,3,4,4,5,5,6,6,7,7,8,8,8-hexadecafluorooct-1-ene;0;NO
Perfluorooctanamide;Approved Name;DTXSID60195123;Perfluorooctanamide;0;NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C8H2F15NO;413.086;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanamide;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanamide;0;NO
Perfluorooctanamidine;Approved Name;DTXSID70381151;Perfluorooctanamidine;0;NC(=N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C8H3F15N2;412.102;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanimidamide;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanimidamide;0;NO
Perfluorooctane;Approved Name;DTXSID0059794;Perfluorooctane;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C8F18;438.059;1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-octadecafluorooctane;1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-octadecafluorooctane;0;NO
Perfluorooctanesulfonamide;Approved Name;DTXSID3038939;Perfluorooctanesulfonamide;0;NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C8H2F17NO2S;499.14;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide;0;NO
Perfluorooctanesulfonic acid;Approved Name;DTXSID3031864;Perfluorooctanesulfonic acid;0;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C8HF17O3S;500.13;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid;0;NO
Perfluorooctanesulfonyl fluoride;Approved Name;DTXSID5027140;Perfluorooctanesulfonyl fluoride;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(=O)=O;C8F18O2S;502.12;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl fluoride;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl fluoride;0;NO
Perfluorooctanoic acid;Approved Name;DTXSID8031865;Perfluorooctanoic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C8HF15O2;414.07;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoic acid;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoic acid;0;NO
Perfluorooctanoyl fluoride;Approved Name;DTXSID0059829;Perfluorooctanoyl fluoride;0;FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C8F16O;416.061;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoyl fluoride;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoyl fluoride;0;NO
Perfluoropentanamide;Approved Name;DTXSID70366226;Perfluoropentanamide;0;NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F;C5H3F8NO;245.072;2,2,3,3,4,4,5,5-octafluoropentanamide;2,2,3,3,4,4,5,5-octafluoropentanamide;0;NO
Perfluoropentanedioic acid;Approved Name;DTXSID8059926;Perfluoropentanedioic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(O)=O;C5H2F6O4;240.057;2,2,3,3,4,4-hexafluoropentanedioic acid;2,2,3,3,4,4-hexafluoropentanedioic acid;0;NO
Perfluoropentanoic acid;Approved Name;DTXSID6062599;Perfluoropentanoic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C5HF9O2;264.047;2,2,3,3,4,4,5,5,5-nonafluoropentanoic acid;2,2,3,3,4,4,5,5,5-nonafluoropentanoic acid;0;NO
Perfluoropinacol;Approved Name;DTXSID60238701;Perfluoropinacol;0;OC(C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F;C6H2F12O2;334.061;1,1,1,4,4,4-hexafluoro-2,3-bis(trifluoromethyl)butane-2,3-diol;1,1,1,4,4,4-hexafluoro-2,3-bis(trifluoromethyl)butane-2,3-diol;0;NO
Perfluoropropanoic acid;Approved Name;DTXSID8059970;Perfluoropropanoic acid;0;OC(=O)C(F)(F)C(F)(F)F;C3HF5O2;164.031;2,2,3,3,3-pentafluoropropanoic acid;2,2,3,3,3-pentafluoropropanoic acid;0;NO
Perfluorotetradecanoic acid;Approved Name;DTXSID3059921;Perfluorotetradecanoic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C14HF27O2;714.117;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-heptacosafluorotetradecanoic acid;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-heptacosafluorotetradecanoic acid;0;NO
Perfluorotridecanoic acid;Approved Name;DTXSID90868151;Perfluorotridecanoic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C13HF25O2;664.109;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-pentacosafluorotridecanoic acid;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-pentacosafluorotridecanoic acid;0;NO
Perfluoroundecanoic acid;Approved Name;DTXSID8047553;Perfluoroundecanoic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C11HF21O2;564.093;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-henicosafluoroundecanoic acid;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-henicosafluoroundecanoic acid;0;NO
Permethrin;Approved Name;DTXSID8022292;Permethrin;0;CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1;C21H20Cl2O3;391.29;(3-phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate;(3-phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate;0;NO
PHA-00568487;Approved Name;DTXSID1047285;PHA-00568487;0;O=C(N[C@H]1CN2CCC1CC2)C1=CC2=C(OCCO2)C=C1;C16H20N2O3;288.347;N-[(3R)-1-azabicyclo[2.2.2]octan-3-yl]-2,3-dihydro-1,4-benzodioxine-6-carboxamide;N-[(3R)-1-azabicyclo[2.2.2]octan-3-yl]-2,3-dihydro-1,4-benzodioxine-6-carboxamide;0;NO
PharmaGSID_47263;Approved Name;DTXSID3047263;PharmaGSID_47263;0;CCN1N=C(C)C2=C1C(=O)NCC(=N2)C1=CC=C(O)C=C1;C15H16N4O2;284.319;1-ethyl-5-(4-hydroxyphenyl)-3-methyl-6,7-dihydropyrazolo[4,3-e][1,4]diazepin-8-one;1-ethyl-5-(4-hydroxyphenyl)-3-methyl-6,7-dihydropyrazolo[4,3-e][1,4]diazepin-8-one;0;NO
