INPUT;SMILES;LogP;Peso_Molecular;NumHAcceptors;NumHDonors;Dobles_Enlaces;Triples_Enlaces;Numero_hidroxilos;Numero_carboxilos;MACCS;MACCS_array;ECFP;ECFP_array;TPSA;NumRotatableBonds;LogP_scaled;Peso_Molecular_scaled;TPSA_scaled;NumRotatableBonds_scaled;Dobles_Enlaces_scaled;NumHAcceptors_scaled;NumHDonors_scaled;Clasificacion_ATS;nuevas_predicciones
2,4-Bis(1-methyl-1-phenylethyl)phenol;CC(C)(C1=CC=CC=C1)C1=CC(=C(O)C=C1)C(C)(C)C1=CC=CC=C1;6.044000000000006;330.198365452;1;1;0;0;1;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB91C80>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 0 0
 0 1 1 0 1 0 0 0 0 1 0 0 1 0 1 1 1 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBEB040>;[0 0 0 ... 0 0 0];20.23;4;1.40296578006945;0.2840438531159795;-0.7223663000863587;0.1666666666666666;0.0;0.0217391304347826;0.04;1;1
Methyl parathion;COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O;2.490900000000001;263.00173005;6;0;2;0;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB74510>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 1
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 1 1 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0
 1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBCD890>;[0 0 0 ... 0 0 0];70.83000000000001;5;-0.172673452710486;-0.1826329576723049;0.4345448807654391;0.2083333333333333;0.1666666666666666;0.1304347826086956;0.0;1;0
4,6-Dinitro-o-cresol;CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O;1.5170200000000005;198.027671292;5;1;2;0;1;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB74CF0>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 1 0 1 1 0 0 1 1 0 1 1 1 0 1 0
 1 0 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBCE0B0>;[0 0 0 ... 0 0 0];106.51;2;-0.604545208647477;-0.633874100085985;1.2503273102672594;0.0833333333333333;0.1666666666666666;0.108695652173913;0.04;1;0
Acephate;COP(=O)(NC(C)=O)SC;1.24;183.01190081;4;1;2;0;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB952E0>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1
 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0
 1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 0 1 0 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBEE660>;[0 0 0 ... 0 0 0];55.4;3;-0.7273910560102581;-0.738157772001202;0.0817555621776277;0.125;0.1666666666666666;0.0869565217391304;0.04;0;0
Ethyl cinnamate;CCOC(=O)C=CC1=CC=CC=C1;2.2629;176.083729624;2;0;2;0;0;1;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB9A120>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 1 0 1 1 0 1 1 1 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBF34A0>;[1 0 0 ... 0 0 0];26.3;3;-0.2737811460131867;-0.7862735268204013;-0.5835826860988013;0.125;0.1666666666666666;0.0434782608695652;0.0;0;0
1,3,5-Trimethylbenzene;CC1=CC(C)=CC(C)=C1;2.611860000000001;120.093900384;0;0;0;0;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB8CD60>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBE6120>;[0 0 0 ... 0 0 0];0.0;0;-0.1190331606846322;-1.1751197062457202;-1.1849021338537868;0.0;0.0;0.0;0.0;0;0
Rimsulfuron;CCS(=O)(=O)C1=CC=CN=C1S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1;0.1927999999999994;431.056939884;10;2;5;0;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB76820>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0
 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 1 1 0 0 1 1 0 1 0 1 0 0 0 1
 0 0 0 1 0 1 1 1 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1
 0 1 1 1 0 0 1 0 0 1 1 0 0 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0
 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBCFBA0>;[0 0 0 ... 0 0 0];166.53999999999996;7;-1.1917769175303807;0.9845009158095922;2.622844665732346;0.2916666666666666;0.4166666666666666;0.217391304347826;0.08;0;0
N,N-Dimethyldodecan-1-amine;CCCCCCCCCCCCN(C)C;4.468900000000004;213.245649992;1;0;0;0;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB75EB0>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
 1 0 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
 1 1 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBCF270>;[0 0 0 ... 0 0 0];3.24;11;0.7044801321699603;-0.5281861035981631;-1.1108232361075454;0.4583333333333333;0.0;0.0217391304347826;0.0;0;1
2-(Perfluorooctyl)ethanthiol;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS;6.315700000000003;479.98405090000006;1;1;0;0;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB7B820>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0
 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBD4BA0>;[0 0 0 ... 0 1 1];0.0;8;1.5234524479218334;1.3242969188897051;-1.1849021338537868;0.3333333333333333;0.0;0.0217391304347826;0.04;0;1
p-Bromodiphenyl ether;BrC1=CC=C(OC2=CC=CC=C2)C=C1;4.241400000000002;247.983677008;1;0;0;0;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB95430>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 1 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBEE7B0>;[0 0 0 ... 0 0 0];9.23;2;0.6035941662648527;-0.2869324818368919;-0.9738687307063146;0.0833333333333333;0.0;0.0217391304347826;0.0;0;1
Bibenzyl;C(CC1=CC=CC=C1)C1=CC=CC=C1;3.4718000000000018;182.109550448;0;0;0;0;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB97AC0>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBF0E40>;[0 0 0 ... 0 0 0];0.0;3;0.2623113558887199;-0.7444245439404898;-1.1849021338537868;0.125;0.0;0.0;0.0;1;1
2,6-Di-tert-butyl-4-nitrophenol;CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)[N+]([O-])=O;3.895400000000003;251.152143532;3;1;1;0;1;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB82820>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 1 1 0 1 0
 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBDBBA0>;[0 0 0 ... 0 0 0];63.37;1;0.4501588071300533;-0.2649276620469751;0.2639805050904504;0.0416666666666666;0.0833333333333333;0.0652173913043478;0.04;1;1
Bis(2-ethylhexyl) decanedioate;CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC;7.626400000000009;426.37091007999993;4;0;2;0;0;2;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB913C0>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
 0 0 0 1 1 1 0 1 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 1 0 1 1 0 0 0 0 1 1
 0 1 0 0 0 1 1 1 0 1 0 1 1 0 0 0 1 0 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBEA740>;[0 1 0 ... 0 0 0];52.60000000000001;21;2.1046886479738074;0.9519567053575833;0.0177367616561846;0.875;0.1666666666666666;0.0869565217391304;0.0;0;0
2,6-Dimethylaniline;CC1=CC=CC(C)=C1N;1.88564;121.089149352;1;1;0;0;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB96120>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0
 0 1 1 1 0 0 0 0 1 0 1 0 1 1 1 1 0 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBEF4A0>;[0 0 0 ... 0 0 0];26.02;0;-0.441078902045541;-1.1682077587717437;-0.5899845661509456;0.0;0.0;0.0217391304347826;0.04;0;0
2,4-Dichlorophenoxyacetic acid;C1=CC(=C(C=C1Cl)Cl)OCC(=O)O;2.4567999999999994;219.969399412;2;1;1;0;1;1;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB9DE40>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 1 0
 0 0 1 0 1 1 1 1 0 1 0 1 0 0 1 1 1 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBF7200>;[0 0 0 ... 0 0 0];46.53;3;-0.1877952612263729;-0.4814900463165243;-0.121046852331373;0.125;0.0833333333333333;0.0434782608695652;0.04;0;0
Estrone;[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3;3.817400000000003;270.161979944;2;1;1;0;1;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB82CF0>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0
 0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1
 0 0 1 0 1 0 1 0 0 1 0 1 1 0 1 1 1 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBDC0B0>;[0 0 0 ... 0 0 0];37.3;0;0.4155693331054452;-0.1329054294264544;-0.3320802554788453;0.0;0.0833333333333333;0.0434782608695652;0.04;0;1
Chlorothalonil;C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl;4.04356;263.88155872;2;0;0;2;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB9DCF0>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBF70B0>;[0 0 0 ... 0 0 0];47.58;0;0.5158610695849999;-0.1765225976029453;-0.0970398021358318;0.0;0.0;0.0434782608695652;0.0;1;1
Isocyclemone E;CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2;4.518300000000004;234.198365452;1;0;2;0;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB91EB0>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0
 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1
 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 1 1 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBEB270>;[0 0 0 ... 0 0 0];17.07;1;0.7263867990522123;-0.3826706864983338;-0.7946160892462734;0.0416666666666666;0.1666666666666666;0.0217391304347826;0.0;1;1
Piperazine;C1CNCCN1;-0.8208;86.08439831999999;2;2;0;0;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB746D0>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0
 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1
 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 1 0 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBCDA50>;[0 0 0 ... 0 0 0];24.06;0;-1.64126269793221;-1.4113137636531348;-0.6347977265159559;0.0;0.0;0.0434782608695652;0.08;0;0
1,2,4,5-Tetrachlorobenzene;ClC1=CC(Cl)=C(Cl)C=C1Cl;4.3002;213.891060784;0;0;0;0;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB90F20>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBEA2E0>;[0 0 0 ... 0 0 0];0.0;0;0.6296693082218641;-0.5237037623580548;-1.1849021338537868;0.0;0.0;0.0;0.0;0;1
Nitrobenzene;[O-][N+](=O)C1=CC=CC=C1;1.5948;123.0320284;2;0;1;0;0;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB7D7B0>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 1 0 1 1 0 1 1 1 1 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBD6B30>;[0 0 0 ... 0 0 0];43.14;1;-0.5700532946778103;-1.1547145742924352;-0.1985553286769776;0.0416666666666666;0.0833333333333333;0.0434782608695652;0.0;0;0
Pentaerythritol dibromide;OCC(CO)(CBr)CBr;0.7471999999999999;259.90475376;2;2;0;0;2;0;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB98C80>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 0 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBF2040>;[0 0 0 ... 0 0 0];40.46;4;-0.945925579078551;-0.2041412818533859;-0.2598304663189306;0.1666666666666666;0.0;0.0434782608695652;0.08;0;0
Testosterone propionate;CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C;4.840100000000005;344.235144884;3;0;3;0;0;1;<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEB9BF20>;"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0
 0 1 0 1 1 1 0 1 0 0 0 0 1 0 0 1 1 1 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 1 1 1
 0 1 1 0 1 0 1 1 0 1 0 1 1 0 0 1 1 1 0]";<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000222BEBF52E0>;[0 0 0 ... 0 0 0];43.370000000000005;2;0.86909055214348;0.3815284878729952;-0.1932966414912875;0.0833333333333333;0.25;0.0652173913043478;0.0;1;1
